STNAME,CTYNAME,Year,population
Alaska,Upper Yukon Division,1981,0
Alaska,Upper Yukon Division,1982,0
Alaska,Upper Yukon Division,1983,0
Alaska,Upper Yukon Division,1984,0
Alaska,Upper Yukon Division,1985,0
Alaska,Upper Yukon Division,1986,0
Alaska,Upper Yukon Division,1987,0
Alaska,Upper Yukon Division,1988,0
Alaska,Upper Yukon Division,1989,0
Alaska,Valdez-Chitina-Whittier Division,1980,0
Alaska,Valdez-Chitina-Whittier Division,1981,0
Alaska,Valdez-Chitina-Whittier Division,1982,0
Alaska,Valdez-Chitina-Whittier Division,1983,0
Alaska,Valdez-Chitina-Whittier Division,1984,0
Alaska,Valdez-Chitina-Whittier Division,1985,0
Alaska,Valdez-Chitina-Whittier Division,1986,0
Alaska,Valdez-Chitina-Whittier Division,1987,0
Alaska,Valdez-Chitina-Whittier Division,1988,0
Alaska,Valdez-Chitina-Whittier Division,1989,0
Alabama,Autauga,1990,34172
Alabama,Autauga,1991,34822
Alabama,Autauga,1992,35792
Alabama,Autauga,1993,36742
Alabama,Autauga,1994,37952
Alabama,Autauga,1995,38859
Alabama,Autauga,1996,39923
Alabama,Autauga,1997,40934
Alabama,Autauga,1998,41802
Alabama,Autauga,1999,42699
Alabama,Baldwin,1990,97960
Alabama,Baldwin,1991,101215
Alabama,Baldwin,1992,105129
Alabama,Baldwin,1993,109657
Alabama,Baldwin,1994,114471
Alabama,Baldwin,1995,118426
Alabama,Baldwin,1996,122537
Alabama,Baldwin,1997,126806
Alabama,Baldwin,1998,130683
Alabama,Baldwin,1999,133453
Alabama,Barbour,1990,25376
Alabama,Barbour,1991,26149
Alabama,Barbour,1992,26353
Alabama,Barbour,1993,26552
Alabama,Barbour,1994,26701
Alabama,Barbour,1995,26572
Alabama,Barbour,1996,26758
Alabama,Barbour,1997,26622
Alabama,Barbour,1998,26804
Alabama,Barbour,1999,26585
Alabama,Bibb,1990,16647
Alabama,Bibb,1991,16927
Alabama,Bibb,1992,17160
Alabama,Bibb,1993,17414
Alabama,Bibb,1994,17604
Alabama,Bibb,1995,17947
Alabama,Bibb,1996,18209
Alabama,Bibb,1997,18584
Alabama,Bibb,1998,18929
Alabama,Bibb,1999,19538
Alabama,Blount,1990,39143
Alabama,Blount,1991,39591
Alabama,Blount,1992,39936
Alabama,Blount,1993,40672
Alabama,Blount,1994,41008
Alabama,Blount,1995,42185
Alabama,Blount,1996,43094
Alabama,Blount,1997,44405
Alabama,Blount,1998,45741
Alabama,Blount,1999,46809
Alabama,Bullock,1990,10996
Alabama,Bullock,1991,11112
Alabama,Bullock,1992,11004
Alabama,Bullock,1993,11055
Alabama,Bullock,1994,11162
Alabama,Bullock,1995,11175
Alabama,Bullock,1996,11274
Alabama,Bullock,1997,11270
Alabama,Bullock,1998,11281
Alabama,Bullock,1999,11292
Alabama,Butler,1990,21834
Alabama,Butler,1991,21695
Alabama,Butler,1992,21721
Alabama,Butler,1993,21731
Alabama,Butler,1994,21762
Alabama,Butler,1995,21718
Alabama,Butler,1996,21745
Alabama,Butler,1997,21697
Alabama,Butler,1998,21580
Alabama,Butler,1999,21441
Alabama,Calhoun,1990,115058
Alabama,Calhoun,1991,114156
Alabama,Calhoun,1992,114637
Alabama,Calhoun,1993,115054
Alabama,Calhoun,1994,114777
Alabama,Calhoun,1995,115296
Alabama,Calhoun,1996,115044
Alabama,Calhoun,1997,115462
Alabama,Calhoun,1998,115292
Alabama,Calhoun,1999,114658
Alabama,Chambers,1990,36801
Alabama,Chambers,1991,36820
Alabama,Chambers,1992,36943
Alabama,Chambers,1993,36909
Alabama,Chambers,1994,36938
Alabama,Chambers,1995,37037
Alabama,Chambers,1996,36746
Alabama,Chambers,1997,36517
Alabama,Chambers,1998,36568
Alabama,Chambers,1999,36219
Alabama,Cherokee,1990,19550
Alabama,Cherokee,1991,19621
Alabama,Cherokee,1992,19762
Alabama,Cherokee,1993,20114
Alabama,Cherokee,1994,20429
Alabama,Cherokee,1995,20883
Alabama,Cherokee,1996,21193
Alabama,Cherokee,1997,21505
Alabama,Cherokee,1998,21724
Alabama,Cherokee,1999,21786
Alabama,Chilton,1990,32423
Alabama,Chilton,1991,32947
Alabama,Chilton,1992,33116
Alabama,Chilton,1993,33550
Alabama,Chilton,1994,34073
Alabama,Chilton,1995,34703
Alabama,Chilton,1996,35470
Alabama,Chilton,1997,36123
Alabama,Chilton,1998,36730
Alabama,Chilton,1999,37395
Alabama,Choctaw,1990,15958
Alabama,Choctaw,1991,15971
Alabama,Choctaw,1992,16091
Alabama,Choctaw,1993,16075
Alabama,Choctaw,1994,16022
Alabama,Choctaw,1995,15961
Alabama,Choctaw,1996,15954
Alabama,Choctaw,1997,15840
Alabama,Choctaw,1998,15787
Alabama,Choctaw,1999,15472
Alabama,Clarke,1990,27262
Alabama,Clarke,1991,27455
Alabama,Clarke,1992,27676
Alabama,Clarke,1993,27776
Alabama,Clarke,1994,27982
Alabama,Clarke,1995,27880
Alabama,Clarke,1996,28010
Alabama,Clarke,1997,28528
Alabama,Clarke,1998,28447
Alabama,Clarke,1999,28668
Alabama,Clay,1990,13256
Alabama,Clay,1991,13267
Alabama,Clay,1992,13360
Alabama,Clay,1993,13441
Alabama,Clay,1994,13458
Alabama,Clay,1995,13474
Alabama,Clay,1996,13595
Alabama,Clay,1997,13798
Alabama,Clay,1998,13919
Alabama,Clay,1999,13964
Alabama,Cleburne,1990,12699
Alabama,Cleburne,1991,12698
Alabama,Cleburne,1992,12906
Alabama,Cleburne,1993,13124
Alabama,Cleburne,1994,13163
Alabama,Cleburne,1995,13249
Alabama,Cleburne,1996,13461
Alabama,Cleburne,1997,14026
Alabama,Cleburne,1998,14213
Alabama,Cleburne,1999,14380
Alabama,Coffee,1990,39834
Alabama,Coffee,1991,39974
Alabama,Coffee,1992,40678
Alabama,Coffee,1993,40919
Alabama,Coffee,1994,41453
Alabama,Coffee,1995,41755
Alabama,Coffee,1996,41506
Alabama,Coffee,1997,41363
Alabama,Coffee,1998,41483
Alabama,Coffee,1999,41346
Alabama,Colbert,1990,51660
Alabama,Colbert,1991,52098
Alabama,Colbert,1992,52121
Alabama,Colbert,1993,52408
Alabama,Colbert,1994,52239
Alabama,Colbert,1995,52227
Alabama,Colbert,1996,52403
Alabama,Colbert,1997,52843
Alabama,Colbert,1998,52660
Alabama,Colbert,1999,52270
Alabama,Conecuh,1990,13993
Alabama,Conecuh,1991,14237
Alabama,Conecuh,1992,14095
Alabama,Conecuh,1993,14069
Alabama,Conecuh,1994,14092
Alabama,Conecuh,1995,14043
Alabama,Conecuh,1996,14123
Alabama,Conecuh,1997,13973
Alabama,Conecuh,1998,13800
Alabama,Conecuh,1999,13659
Alabama,Coosa,1990,11048
Alabama,Coosa,1991,11098
Alabama,Coosa,1992,11059
Alabama,Coosa,1993,11278
Alabama,Coosa,1994,11575
Alabama,Coosa,1995,11680
Alabama,Coosa,1996,11535
Alabama,Coosa,1997,11566
Alabama,Coosa,1998,11616
Alabama,Coosa,1999,11689
Alabama,Covington,1990,36391
Alabama,Covington,1991,36444
Alabama,Covington,1992,36725
Alabama,Covington,1993,36945
Alabama,Covington,1994,36786
Alabama,Covington,1995,37107
Alabama,Covington,1996,37249
Alabama,Covington,1997,37250
Alabama,Covington,1998,37268
Alabama,Covington,1999,37378
Alabama,Crenshaw,1990,13574
Alabama,Crenshaw,1991,13526
Alabama,Crenshaw,1992,13487
Alabama,Crenshaw,1993,13533
Alabama,Crenshaw,1994,13453
Alabama,Crenshaw,1995,13561
Alabama,Crenshaw,1996,13551
Alabama,Crenshaw,1997,13659
Alabama,Crenshaw,1998,13584
Alabama,Crenshaw,1999,13574
Alabama,Cullman,1990,67538
Alabama,Cullman,1991,68309
Alabama,Cullman,1992,69306
Alabama,Cullman,1993,70134
Alabama,Cullman,1994,71108
Alabama,Cullman,1995,71911
Alabama,Cullman,1996,73005
Alabama,Cullman,1997,73628
Alabama,Cullman,1998,74457
Alabama,Cullman,1999,75131
Alabama,Dale,1990,48564
Alabama,Dale,1991,48749
Alabama,Dale,1992,48717
Alabama,Dale,1993,48515
Alabama,Dale,1994,49134
Alabama,Dale,1995,48917
Alabama,Dale,1996,48060
Alabama,Dale,1997,47579
Alabama,Dale,1998,47297
Alabama,Dale,1999,47405
Alabama,Dallas,1990,47942
Alabama,Dallas,1991,47779
Alabama,Dallas,1992,47865
Alabama,Dallas,1993,47922
Alabama,Dallas,1994,47731
Alabama,Dallas,1995,47627
Alabama,Dallas,1996,47264
Alabama,Dallas,1997,47012
Alabama,Dallas,1998,46693
Alabama,Dallas,1999,46553
Alabama,DeKalb,1990,54564
Alabama,DeKalb,1991,55134
Alabama,DeKalb,1992,55632
Alabama,DeKalb,1993,56245
Alabama,DeKalb,1994,57265
Alabama,DeKalb,1995,57000
Alabama,DeKalb,1996,57070
Alabama,DeKalb,1997,57307
Alabama,DeKalb,1998,57897
Alabama,DeKalb,1999,58541
Alabama,Elmore,1990,49274
Alabama,Elmore,1991,50454
Alabama,Elmore,1992,52155
Alabama,Elmore,1993,53799
Alabama,Elmore,1994,55196
Alabama,Elmore,1995,56763
Alabama,Elmore,1996,58226
Alabama,Elmore,1997,59956
Alabama,Elmore,1998,61570
Alabama,Elmore,1999,63033
Alabama,Escambia,1990,35368
Alabama,Escambia,1991,35457
Alabama,Escambia,1992,35815
Alabama,Escambia,1993,35999
Alabama,Escambia,1994,36143
Alabama,Escambia,1995,36076
Alabama,Escambia,1996,36217
Alabama,Escambia,1997,36437
Alabama,Escambia,1998,36532
Alabama,Escambia,1999,36454
Alabama,Etowah,1990,99533
Alabama,Etowah,1991,100027
Alabama,Etowah,1992,100547
Alabama,Etowah,1993,100855
Alabama,Etowah,1994,101687
Alabama,Etowah,1995,101732
Alabama,Etowah,1996,102364
Alabama,Etowah,1997,103321
Alabama,Etowah,1998,103453
Alabama,Etowah,1999,102975
Alabama,Fayette,1990,17922
Alabama,Fayette,1991,18036
Alabama,Fayette,1992,18015
Alabama,Fayette,1993,17946
Alabama,Fayette,1994,17951
Alabama,Fayette,1995,17914
Alabama,Fayette,1996,17954
Alabama,Fayette,1997,17990
Alabama,Fayette,1998,17961
Alabama,Fayette,1999,17963
Alabama,Franklin,1990,27672
Alabama,Franklin,1991,27854
Alabama,Franklin,1992,28251
Alabama,Franklin,1993,28553
Alabama,Franklin,1994,28798
Alabama,Franklin,1995,29055
Alabama,Franklin,1996,29251
Alabama,Franklin,1997,29434
Alabama,Franklin,1998,29508
Alabama,Franklin,1999,29528
Alabama,Geneva,1990,23616
Alabama,Geneva,1991,24002
Alabama,Geneva,1992,23963
Alabama,Geneva,1993,24174
Alabama,Geneva,1994,24370
Alabama,Geneva,1995,24508
Alabama,Geneva,1996,24592
Alabama,Geneva,1997,24665
Alabama,Geneva,1998,24682
Alabama,Geneva,1999,24772
Alabama,Greene,1990,10162
Alabama,Greene,1991,10220
Alabama,Greene,1992,10204
Alabama,Greene,1993,10123
Alabama,Greene,1994,10016
Alabama,Greene,1995,9935
Alabama,Greene,1996,9969
Alabama,Greene,1997,9928
Alabama,Greene,1998,9840
Alabama,Greene,1999,9753
Alabama,Hale,1990,15515
Alabama,Hale,1991,15706
Alabama,Hale,1992,15897
Alabama,Hale,1993,15963
Alabama,Hale,1994,16046
Alabama,Hale,1995,16185
Alabama,Hale,1996,16339
Alabama,Hale,1997,16421
Alabama,Hale,1998,16726
Alabama,Hale,1999,16842
Alabama,Henry,1990,15367
Alabama,Henry,1991,15587
Alabama,Henry,1992,15532
Alabama,Henry,1993,15623
Alabama,Henry,1994,15685
Alabama,Henry,1995,15624
Alabama,Henry,1996,15503
Alabama,Henry,1997,15621
Alabama,Henry,1998,15717
Alabama,Henry,1999,15694
Alabama,Houston,1990,81242
Alabama,Houston,1991,81980
Alabama,Houston,1992,82851
Alabama,Houston,1993,83535
Alabama,Houston,1994,82968
Alabama,Houston,1995,83332
Alabama,Houston,1996,84155
Alabama,Houston,1997,84532
Alabama,Houston,1998,84962
Alabama,Houston,1999,85403
Alabama,Jackson,1990,47718
Alabama,Jackson,1991,48180
Alabama,Jackson,1992,48627
Alabama,Jackson,1993,49082
Alabama,Jackson,1994,49200
Alabama,Jackson,1995,49688
Alabama,Jackson,1996,50387
Alabama,Jackson,1997,50405
Alabama,Jackson,1998,51016
Alabama,Jackson,1999,51185
Alabama,Jefferson,1990,649836
Alabama,Jefferson,1991,653821
Alabama,Jefferson,1992,656941
Alabama,Jefferson,1993,658729
Alabama,Jefferson,1994,660248
Alabama,Jefferson,1995,660138
Alabama,Jefferson,1996,659207
Alabama,Jefferson,1997,656761
Alabama,Jefferson,1998,656312
Alabama,Jefferson,1999,653457
Alabama,Lamar,1990,15640
Alabama,Lamar,1991,15666
Alabama,Lamar,1992,15623
Alabama,Lamar,1993,15791
Alabama,Lamar,1994,15797
Alabama,Lamar,1995,15796
Alabama,Lamar,1996,15799
Alabama,Lamar,1997,15857
Alabama,Lamar,1998,15901
Alabama,Lamar,1999,15915
Alabama,Lauderdale,1990,79596
Alabama,Lauderdale,1991,80463
Alabama,Lauderdale,1992,81265
Alabama,Lauderdale,1993,82144
Alabama,Lauderdale,1994,82500
Alabama,Lauderdale,1995,83044
Alabama,Lauderdale,1996,83541
Alabama,Lauderdale,1997,83433
Alabama,Lauderdale,1998,83693
Alabama,Lauderdale,1999,83782
Alabama,Lawrence,1990,31499
Alabama,Lawrence,1991,31995
Alabama,Lawrence,1992,32067
Alabama,Lawrence,1993,32357
Alabama,Lawrence,1994,32265
Alabama,Lawrence,1995,32637
Alabama,Lawrence,1996,32949
Alabama,Lawrence,1997,33128
Alabama,Lawrence,1998,33288
Alabama,Lawrence,1999,33623
Alabama,Lee,1990,87012
Alabama,Lee,1991,87757
Alabama,Lee,1992,88769
Alabama,Lee,1993,90383
Alabama,Lee,1994,91031
Alabama,Lee,1995,93134
Alabama,Lee,1996,94666
Alabama,Lee,1997,97619
Alabama,Lee,1998,99571
Alabama,Lee,1999,101181
Alabama,Limestone,1990,54091
Alabama,Limestone,1991,55207
Alabama,Limestone,1992,56494
Alabama,Limestone,1993,57646
Alabama,Limestone,1994,58270
Alabama,Limestone,1995,58827
Alabama,Limestone,1996,59620
Alabama,Limestone,1997,60719
Alabama,Limestone,1998,61783
Alabama,Limestone,1999,62535
Alabama,Lowndes,1990,12652
Alabama,Lowndes,1991,12660
Alabama,Lowndes,1992,12672
Alabama,Lowndes,1993,12747
Alabama,Lowndes,1994,12743
Alabama,Lowndes,1995,12939
Alabama,Lowndes,1996,12827
Alabama,Lowndes,1997,12862
Alabama,Lowndes,1998,12969
Alabama,Lowndes,1999,13013
Alabama,Macon,1990,24855
Alabama,Macon,1991,24459
Alabama,Macon,1992,24628
Alabama,Macon,1993,24387
Alabama,Macon,1994,23950
Alabama,Macon,1995,23557
Alabama,Macon,1996,23503
Alabama,Macon,1997,23042
Alabama,Macon,1998,23170
Alabama,Macon,1999,22953
Alabama,Madison,1990,237654
Alabama,Madison,1991,244479
Alabama,Madison,1992,252499
Alabama,Madison,1993,261429
Alabama,Madison,1994,265613
Alabama,Madison,1995,265147
Alabama,Madison,1996,266418
Alabama,Madison,1997,268067
Alabama,Madison,1998,273283
Alabama,Madison,1999,275331
Alabama,Marengo,1990,22985
Alabama,Marengo,1991,23084
Alabama,Marengo,1992,23215
Alabama,Marengo,1993,23413
Alabama,Marengo,1994,23455
Alabama,Marengo,1995,23459
Alabama,Marengo,1996,23395
Alabama,Marengo,1997,23451
Alabama,Marengo,1998,23313
Alabama,Marengo,1999,23095
Alabama,Marion,1990,29766
Alabama,Marion,1991,29521
Alabama,Marion,1992,29648
Alabama,Marion,1993,29884
Alabama,Marion,1994,30080
Alabama,Marion,1995,30409
Alabama,Marion,1996,30798
Alabama,Marion,1997,30815
Alabama,Marion,1998,30752
Alabama,Marion,1999,30354
Alabama,Marshall,1990,70740
Alabama,Marshall,1991,71514
Alabama,Marshall,1992,72962
Alabama,Marshall,1993,74707
Alabama,Marshall,1994,76294
Alabama,Marshall,1995,77711
Alabama,Marshall,1996,78867
Alabama,Marshall,1997,79456
Alabama,Marshall,1998,79650
Alabama,Marshall,1999,79941
Alabama,Mobile,1990,376509
Alabama,Mobile,1991,380267
Alabama,Mobile,1992,385290
Alabama,Mobile,1993,390755
Alabama,Mobile,1994,392548
Alabama,Mobile,1995,392331
Alabama,Mobile,1996,392617
Alabama,Mobile,1997,394044
Alabama,Mobile,1998,394346
Alabama,Mobile,1999,394844
Alabama,Monroe,1990,24049
Alabama,Monroe,1991,23789
Alabama,Monroe,1992,23938
Alabama,Monroe,1993,24183
Alabama,Monroe,1994,24310
Alabama,Monroe,1995,24364
Alabama,Monroe,1996,24286
Alabama,Monroe,1997,24029
Alabama,Monroe,1998,23875
Alabama,Monroe,1999,23821
Alabama,Montgomery,1990,208106
Alabama,Montgomery,1991,210384
Alabama,Montgomery,1992,212540
Alabama,Montgomery,1993,214514
Alabama,Montgomery,1994,215749
Alabama,Montgomery,1995,215947
Alabama,Montgomery,1996,215783
Alabama,Montgomery,1997,215746
Alabama,Montgomery,1998,215279
Alabama,Montgomery,1999,213604
Alabama,Morgan,1990,99956
Alabama,Morgan,1991,101338
Alabama,Morgan,1992,102799
Alabama,Morgan,1993,104326
Alabama,Morgan,1994,105128
Alabama,Morgan,1995,105933
Alabama,Morgan,1996,106549
Alabama,Morgan,1997,107453
Alabama,Morgan,1998,108201
Alabama,Morgan,1999,108584
Alabama,Perry,1990,12695
Alabama,Perry,1991,12432
Alabama,Perry,1992,12359
Alabama,Perry,1993,12470
Alabama,Perry,1994,12564
Alabama,Perry,1995,12766
Alabama,Perry,1996,12593
Alabama,Perry,1997,12592
Alabama,Perry,1998,12668
Alabama,Perry,1999,12597
Alabama,Pickens,1990,20652
Alabama,Pickens,1991,20712
Alabama,Pickens,1992,20900
Alabama,Pickens,1993,20951
Alabama,Pickens,1994,20869
Alabama,Pickens,1995,20856
Alabama,Pickens,1996,20943
Alabama,Pickens,1997,20904
Alabama,Pickens,1998,20970
Alabama,Pickens,1999,20977
Alabama,Pike,1990,27567
Alabama,Pike,1991,27923
Alabama,Pike,1992,28071
Alabama,Pike,1993,28271
Alabama,Pike,1994,28667
Alabama,Pike,1995,28472
Alabama,Pike,1996,28262
Alabama,Pike,1997,28442
Alabama,Pike,1998,28540
Alabama,Pike,1999,28360
Alabama,Randolph,1990,19904
Alabama,Randolph,1991,19998
Alabama,Randolph,1992,20213
Alabama,Randolph,1993,20267
Alabama,Randolph,1994,20191
Alabama,Randolph,1995,20137
Alabama,Randolph,1996,20155
Alabama,Randolph,1997,19903
Alabama,Randolph,1998,19961
Alabama,Randolph,1999,20192
Alabama,Russell,1990,46727
Alabama,Russell,1991,47445
Alabama,Russell,1992,48716
Alabama,Russell,1993,49656
Alabama,Russell,1994,51166
Alabama,Russell,1995,51032
Alabama,Russell,1996,51231
Alabama,Russell,1997,50347
Alabama,Russell,1998,49949
Alabama,Russell,1999,49633
Alabama,St. Clair,1990,49905
Alabama,St. Clair,1991,51185
Alabama,St. Clair,1992,52690
Alabama,St. Clair,1993,54294
Alabama,St. Clair,1994,55752
Alabama,St. Clair,1995,57523
Alabama,St. Clair,1996,59053
Alabama,St. Clair,1997,60290
Alabama,St. Clair,1998,61615
Alabama,St. Clair,1999,63413
Alabama,Shelby,1990,99627
Alabama,Shelby,1991,102829
Alabama,Shelby,1992,106955
Alabama,Shelby,1993,112950
Alabama,Shelby,1994,119236
Alabama,Shelby,1995,124468
Alabama,Shelby,1996,129199
Alabama,Shelby,1997,134702
Alabama,Shelby,1998,139617
Alabama,Shelby,1999,145024
Alabama,Sumter,1990,16145
Alabama,Sumter,1991,16209
Alabama,Sumter,1992,16096
Alabama,Sumter,1993,16023
Alabama,Sumter,1994,16280
Alabama,Sumter,1995,16192
Alabama,Sumter,1996,16132
Alabama,Sumter,1997,15869
Alabama,Sumter,1998,15727
Alabama,Sumter,1999,15575
Alabama,Talladega,1990,73791
Alabama,Talladega,1991,74111
Alabama,Talladega,1992,74568
Alabama,Talladega,1993,75094
Alabama,Talladega,1994,75357
Alabama,Talladega,1995,75666
Alabama,Talladega,1996,75992
Alabama,Talladega,1997,76194
Alabama,Talladega,1998,76544
Alabama,Talladega,1999,77014
Alabama,Tallapoosa,1990,38850
Alabama,Tallapoosa,1991,39169
Alabama,Tallapoosa,1992,39296
Alabama,Tallapoosa,1993,39433
Alabama,Tallapoosa,1994,39523
Alabama,Tallapoosa,1995,39466
Alabama,Tallapoosa,1996,40014
Alabama,Tallapoosa,1997,40215
Alabama,Tallapoosa,1998,40286
Alabama,Tallapoosa,1999,40247
Alabama,Tuscaloosa,1990,150249
Alabama,Tuscaloosa,1991,152317
Alabama,Tuscaloosa,1992,152369
Alabama,Tuscaloosa,1993,153636
Alabama,Tuscaloosa,1994,154934
Alabama,Tuscaloosa,1995,157662
Alabama,Tuscaloosa,1996,157378
Alabama,Tuscaloosa,1997,158651
Alabama,Tuscaloosa,1998,159428
Alabama,Tuscaloosa,1999,160011
Alabama,Walker,1990,67447
Alabama,Walker,1991,67813
Alabama,Walker,1992,68104
Alabama,Walker,1993,68439
Alabama,Walker,1994,68664
Alabama,Walker,1995,69194
Alabama,Walker,1996,69869
Alabama,Walker,1997,70334
Alabama,Walker,1998,70633
Alabama,Walker,1999,70916
Alabama,Washington,1990,16666
Alabama,Washington,1991,16748
Alabama,Washington,1992,16782
Alabama,Washington,1993,17019
Alabama,Washington,1994,17035
Alabama,Washington,1995,17224
Alabama,Washington,1996,17384
Alabama,Washington,1997,17534
Alabama,Washington,1998,17611
Alabama,Washington,1999,17690
Alabama,Wilcox,1990,13492
Alabama,Wilcox,1991,13743
Alabama,Wilcox,1992,13668
Alabama,Wilcox,1993,13687
Alabama,Wilcox,1994,13661
Alabama,Wilcox,1995,13622
Alabama,Wilcox,1996,13581
Alabama,Wilcox,1997,13432
Alabama,Wilcox,1998,13423
Alabama,Wilcox,1999,13384
Alabama,Winston,1990,22049
Alabama,Winston,1991,21953
Alabama,Winston,1992,22192
Alabama,Winston,1993,22557
Alabama,Winston,1994,23029
Alabama,Winston,1995,23248
Alabama,Winston,1996,23644
Alabama,Winston,1997,23868
Alabama,Winston,1998,24020
Alabama,Winston,1999,24336
Alaska,Aleutian Islands Census Area,1990,0
Alaska,Aleutian Islands Census Area,1991,0
Alaska,Aleutian Islands Census Area,1992,0
Alaska,Aleutian Islands Census Area,1993,0
Alaska,Aleutian Islands Census Area,1994,0
Alaska,Aleutian Islands Census Area,1995,0
Alaska,Aleutian Islands Census Area,1996,0
Alaska,Aleutian Islands Census Area,1997,0
Alaska,Aleutian Islands Census Area,1998,0
Alaska,Aleutian Islands Census Area,1999,0
Alaska,Aleutian Islands Census Area,1990,0
Alaska,Aleutian Islands Census Area,1991,0
Alaska,Aleutian Islands Census Area,1992,0
Alaska,Aleutian Islands Census Area,1993,0
Alaska,Aleutian Islands Census Area,1994,0
Alaska,Aleutian Islands Census Area,1995,0
Alaska,Aleutian Islands Census Area,1996,0
Alaska,Aleutian Islands Census Area,1997,0
Alaska,Aleutian Islands Census Area,1998,0
Alaska,Aleutian Islands Census Area,1999,0
Alaska,Aleutians East Borough,1990,2353
Alaska,Aleutians East Borough,1991,2329
Alaska,Aleutians East Borough,1992,2355
Alaska,Aleutians East Borough,1993,2255
Alaska,Aleutians East Borough,1994,2155
Alaska,Aleutians East Borough,1995,2194
Alaska,Aleutians East Borough,1996,2203
Alaska,Aleutians East Borough,1997,2194
Alaska,Aleutians East Borough,1998,2129
Alaska,Aleutians East Borough,1999,2087
Alaska,Aleutians West Census Area,1990,8982
Alaska,Aleutians West Census Area,1991,8488
Alaska,Aleutians West Census Area,1992,8091
Alaska,Aleutians West Census Area,1993,8482
Alaska,Aleutians West Census Area,1994,5787
Alaska,Aleutians West Census Area,1995,4502
Alaska,Aleutians West Census Area,1996,4329
Alaska,Aleutians West Census Area,1997,3728
Alaska,Aleutians West Census Area,1998,3583
Alaska,Aleutians West Census Area,1999,3559
Alaska,Anchorage Municipality,1990,220238
Alaska,Anchorage Municipality,1991,227152
Alaska,Anchorage Municipality,1992,236888
Alaska,Anchorage Municipality,1993,240974
Alaska,Anchorage Municipality,1994,242392
Alaska,Anchorage Municipality,1995,241606
Alaska,Anchorage Municipality,1996,239937
Alaska,Anchorage Municipality,1997,241161
Alaska,Anchorage Municipality,1998,245084
Alaska,Anchorage Municipality,1999,246717
Alaska,Bethel Census Area,1990,13683
Alaska,Bethel Census Area,1991,13932
Alaska,Bethel Census Area,1992,14201
Alaska,Bethel Census Area,1993,14608
Alaska,Bethel Census Area,1994,14938
Alaska,Bethel Census Area,1995,15317
Alaska,Bethel Census Area,1996,15517
Alaska,Bethel Census Area,1997,15698
Alaska,Bethel Census Area,1998,15935
Alaska,Bethel Census Area,1999,16140
Alaska,Bristol Bay Borough,1990,1356
Alaska,Bristol Bay Borough,1991,1361
Alaska,Bristol Bay Borough,1992,1438
Alaska,Bristol Bay Borough,1993,1517
Alaska,Bristol Bay Borough,1994,1104
Alaska,Bristol Bay Borough,1995,995
Alaska,Bristol Bay Borough,1996,1039
Alaska,Bristol Bay Borough,1997,1077
Alaska,Bristol Bay Borough,1998,1076
Alaska,Bristol Bay Borough,1999,1044
Alaska,Chugach Census Area,1990,0
Alaska,Chugach Census Area,1991,0
Alaska,Chugach Census Area,1992,0
Alaska,Chugach Census Area,1993,0
Alaska,Chugach Census Area,1994,0
Alaska,Chugach Census Area,1995,0
Alaska,Chugach Census Area,1996,0
Alaska,Chugach Census Area,1997,0
Alaska,Chugach Census Area,1998,0
Alaska,Chugach Census Area,1999,0
Alaska,Chugach Census Area,1990,0
Alaska,Chugach Census Area,1991,0
Alaska,Chugach Census Area,1992,0
Alaska,Chugach Census Area,1993,0
Alaska,Chugach Census Area,1994,0
Alaska,Chugach Census Area,1995,0
Alaska,Chugach Census Area,1996,0
Alaska,Chugach Census Area,1997,0
Alaska,Chugach Census Area,1998,0
Alaska,Chugach Census Area,1999,0
Alaska,Copper River Census Area,1990,0
Alaska,Copper River Census Area,1991,0
Alaska,Copper River Census Area,1992,0
Alaska,Copper River Census Area,1993,0
Alaska,Copper River Census Area,1994,0
Alaska,Copper River Census Area,1995,0
Alaska,Copper River Census Area,1996,0
Alaska,Copper River Census Area,1997,0
Alaska,Copper River Census Area,1998,0
Alaska,Copper River Census Area,1999,0
Alaska,Copper River Census Area,1990,0
Alaska,Copper River Census Area,1991,0
Alaska,Copper River Census Area,1992,0
Alaska,Copper River Census Area,1993,0
Alaska,Copper River Census Area,1994,0
Alaska,Copper River Census Area,1995,0
Alaska,Copper River Census Area,1996,0
Alaska,Copper River Census Area,1997,0
Alaska,Copper River Census Area,1998,0
Alaska,Copper River Census Area,1999,0
Alaska,Denali Borough,1990,1698
Alaska,Denali Borough,1991,1802
Alaska,Denali Borough,1992,1882
Alaska,Denali Borough,1993,1799
Alaska,Denali Borough,1994,1891
Alaska,Denali Borough,1995,1878
Alaska,Denali Borough,1996,1970
Alaska,Denali Borough,1997,1935
Alaska,Denali Borough,1998,1906
Alaska,Denali Borough,1999,1850
Alaska,Dillingham Census Area,1990,3998
Alaska,Dillingham Census Area,1991,4082
Alaska,Dillingham Census Area,1992,4228
Alaska,Dillingham Census Area,1993,4318
Alaska,Dillingham Census Area,1994,4374
Alaska,Dillingham Census Area,1995,4345
Alaska,Dillingham Census Area,1996,4394
Alaska,Dillingham Census Area,1997,4416
Alaska,Dillingham Census Area,1998,4457
Alaska,Dillingham Census Area,1999,4530
Alaska,Fairbanks North Star Borough,1990,75646
Alaska,Fairbanks North Star Borough,1991,78067
Alaska,Fairbanks North Star Borough,1992,80055
