STNAME,CTYNAME,Year,population
Alaska,Fairbanks North Star Borough,1993,80570
Alaska,Fairbanks North Star Borough,1994,81059
Alaska,Fairbanks North Star Borough,1995,79515
Alaska,Fairbanks North Star Borough,1996,80441
Alaska,Fairbanks North Star Borough,1997,79986
Alaska,Fairbanks North Star Borough,1998,80870
Alaska,Fairbanks North Star Borough,1999,80849
Alaska,Haines Borough,1990,2091
Alaska,Haines Borough,1991,2210
Alaska,Haines Borough,1992,2141
Alaska,Haines Borough,1993,2168
Alaska,Haines Borough,1994,2259
Alaska,Haines Borough,1995,2245
Alaska,Haines Borough,1996,2242
Alaska,Haines Borough,1997,2280
Alaska,Haines Borough,1998,2289
Alaska,Haines Borough,1999,2254
Alaska,Hoonah-Angoon Census Area,1990,0
Alaska,Hoonah-Angoon Census Area,1991,0
Alaska,Hoonah-Angoon Census Area,1992,0
Alaska,Hoonah-Angoon Census Area,1993,0
Alaska,Hoonah-Angoon Census Area,1994,0
Alaska,Hoonah-Angoon Census Area,1995,0
Alaska,Hoonah-Angoon Census Area,1996,0
Alaska,Hoonah-Angoon Census Area,1997,0
Alaska,Hoonah-Angoon Census Area,1998,0
Alaska,Hoonah-Angoon Census Area,1999,0
Alaska,Hoonah-Angoon Census Area,1990,0
Alaska,Hoonah-Angoon Census Area,1991,0
Alaska,Hoonah-Angoon Census Area,1992,0
Alaska,Hoonah-Angoon Census Area,1993,0
Alaska,Hoonah-Angoon Census Area,1994,0
Alaska,Hoonah-Angoon Census Area,1995,0
Alaska,Hoonah-Angoon Census Area,1996,0
Alaska,Hoonah-Angoon Census Area,1997,0
Alaska,Hoonah-Angoon Census Area,1998,0
Alaska,Hoonah-Angoon Census Area,1999,0
Alaska,Juneau City and Borough,1990,26528
Alaska,Juneau City and Borough,1991,27338
Alaska,Juneau City and Borough,1992,27747
Alaska,Juneau City and Borough,1993,28071
Alaska,Juneau City and Borough,1994,28088
Alaska,Juneau City and Borough,1995,28552
Alaska,Juneau City and Borough,1996,29249
Alaska,Juneau City and Borough,1997,29586
Alaska,Juneau City and Borough,1998,29427
Alaska,Juneau City and Borough,1999,29444
Alaska,Kenai Peninsula Borough,1990,40464
Alaska,Kenai Peninsula Borough,1991,41846
Alaska,Kenai Peninsula Borough,1992,42574
Alaska,Kenai Peninsula Borough,1993,43161
Alaska,Kenai Peninsula Borough,1994,44383
Alaska,Kenai Peninsula Borough,1995,45363
Alaska,Kenai Peninsula Borough,1996,46349
Alaska,Kenai Peninsula Borough,1997,46850
Alaska,Kenai Peninsula Borough,1998,47337
Alaska,Kenai Peninsula Borough,1999,47946
Alaska,Ketchikan Gateway Borough,1990,13780
Alaska,Ketchikan Gateway Borough,1991,13928
Alaska,Ketchikan Gateway Borough,1992,14273
Alaska,Ketchikan Gateway Borough,1993,14313
Alaska,Ketchikan Gateway Borough,1994,14396
Alaska,Ketchikan Gateway Borough,1995,14463
Alaska,Ketchikan Gateway Borough,1996,14593
Alaska,Ketchikan Gateway Borough,1997,14404
Alaska,Ketchikan Gateway Borough,1998,13991
Alaska,Ketchikan Gateway Borough,1999,13856
Alaska,Kobuk Census Area,1990,0
Alaska,Kobuk Census Area,1991,0
Alaska,Kobuk Census Area,1992,0
Alaska,Kobuk Census Area,1993,0
Alaska,Kobuk Census Area,1994,0
Alaska,Kobuk Census Area,1995,0
Alaska,Kobuk Census Area,1996,0
Alaska,Kobuk Census Area,1997,0
Alaska,Kobuk Census Area,1998,0
Alaska,Kobuk Census Area,1999,0
Alaska,Kobuk Census Area,1990,0
Alaska,Kobuk Census Area,1991,0
Alaska,Kobuk Census Area,1992,0
Alaska,Kobuk Census Area,1993,0
Alaska,Kobuk Census Area,1994,0
Alaska,Kobuk Census Area,1995,0
Alaska,Kobuk Census Area,1996,0
Alaska,Kobuk Census Area,1997,0
Alaska,Kobuk Census Area,1998,0
Alaska,Kobuk Census Area,1999,0
Alaska,Kodiak Island Borough,1990,12943
Alaska,Kodiak Island Borough,1991,13455
Alaska,Kodiak Island Borough,1992,13649
Alaska,Kodiak Island Borough,1993,13910
Alaska,Kodiak Island Borough,1994,14416
Alaska,Kodiak Island Borough,1995,14303
Alaska,Kodiak Island Borough,1996,14313
Alaska,Kodiak Island Borough,1997,14122
Alaska,Kodiak Island Borough,1998,13886
Alaska,Kodiak Island Borough,1999,13741
Alaska,Kusilvak Census Area,1990,0
Alaska,Kusilvak Census Area,1991,0
Alaska,Kusilvak Census Area,1992,0
Alaska,Kusilvak Census Area,1993,0
Alaska,Kusilvak Census Area,1994,0
Alaska,Kusilvak Census Area,1995,0
Alaska,Kusilvak Census Area,1996,0
Alaska,Kusilvak Census Area,1997,0
Alaska,Kusilvak Census Area,1998,0
Alaska,Kusilvak Census Area,1999,0
Alaska,Kusilvak Census Area,1990,0
Alaska,Kusilvak Census Area,1991,0
Alaska,Kusilvak Census Area,1992,0
Alaska,Kusilvak Census Area,1993,0
Alaska,Kusilvak Census Area,1994,0
Alaska,Kusilvak Census Area,1995,0
Alaska,Kusilvak Census Area,1996,0
Alaska,Kusilvak Census Area,1997,0
Alaska,Kusilvak Census Area,1998,0
Alaska,Kusilvak Census Area,1999,0
Alaska,Lake and Peninsula Borough,1990,1668
Alaska,Lake and Peninsula Borough,1991,1688
Alaska,Lake and Peninsula Borough,1992,1730
Alaska,Lake and Peninsula Borough,1993,1703
Alaska,Lake and Peninsula Borough,1994,1748
Alaska,Lake and Peninsula Borough,1995,1764
Alaska,Lake and Peninsula Borough,1996,1737
Alaska,Lake and Peninsula Borough,1997,1719
Alaska,Lake and Peninsula Borough,1998,1726
Alaska,Lake and Peninsula Borough,1999,1738
Alaska,Matanuska-Susitna Borough,1990,39485
Alaska,Matanuska-Susitna Borough,1991,41561
Alaska,Matanuska-Susitna Borough,1992,43919
Alaska,Matanuska-Susitna Borough,1993,45547
Alaska,Matanuska-Susitna Borough,1994,47065
Alaska,Matanuska-Susitna Borough,1995,49023
Alaska,Matanuska-Susitna Borough,1996,50959
Alaska,Matanuska-Susitna Borough,1997,52777
Alaska,Matanuska-Susitna Borough,1998,54584
Alaska,Matanuska-Susitna Borough,1999,56636
Alaska,Nome Census Area,1990,8233
Alaska,Nome Census Area,1991,8300
Alaska,Nome Census Area,1992,8482
Alaska,Nome Census Area,1993,8552
Alaska,Nome Census Area,1994,8636
Alaska,Nome Census Area,1995,8682
Alaska,Nome Census Area,1996,8765
Alaska,Nome Census Area,1997,8835
Alaska,Nome Census Area,1998,8906
Alaska,Nome Census Area,1999,8811
Alaska,North Slope Borough,1990,5986
Alaska,North Slope Borough,1991,6148
Alaska,North Slope Borough,1992,6468
Alaska,North Slope Borough,1993,6591
Alaska,North Slope Borough,1994,6695
Alaska,North Slope Borough,1995,6893
Alaska,North Slope Borough,1996,7003
Alaska,North Slope Borough,1997,7127
Alaska,North Slope Borough,1998,6925
Alaska,North Slope Borough,1999,6997
Alaska,Northwest Arctic Borough,1990,6122
Alaska,Northwest Arctic Borough,1991,6181
Alaska,Northwest Arctic Borough,1992,6318
Alaska,Northwest Arctic Borough,1993,6422
Alaska,Northwest Arctic Borough,1994,6482
Alaska,Northwest Arctic Borough,1995,6473
Alaska,Northwest Arctic Borough,1996,6500
Alaska,Northwest Arctic Borough,1997,6640
Alaska,Northwest Arctic Borough,1998,6740
Alaska,Northwest Arctic Borough,1999,6692
Alaska,Petersburg Borough,1990,0
Alaska,Petersburg Borough,1991,0
Alaska,Petersburg Borough,1992,0
Alaska,Petersburg Borough,1993,0
Alaska,Petersburg Borough,1994,0
Alaska,Petersburg Borough,1995,0
Alaska,Petersburg Borough,1996,0
Alaska,Petersburg Borough,1997,0
Alaska,Petersburg Borough,1998,0
Alaska,Petersburg Borough,1999,0
Alaska,Petersburg Borough,1990,0
Alaska,Petersburg Borough,1991,0
Alaska,Petersburg Borough,1992,0
Alaska,Petersburg Borough,1993,0
Alaska,Petersburg Borough,1994,0
Alaska,Petersburg Borough,1995,0
Alaska,Petersburg Borough,1996,0
Alaska,Petersburg Borough,1997,0
Alaska,Petersburg Borough,1998,0
Alaska,Petersburg Borough,1999,0
Alaska,Prince of Wales-Hyder Census Area,1990,0
Alaska,Prince of Wales-Hyder Census Area,1991,0
Alaska,Prince of Wales-Hyder Census Area,1992,0
Alaska,Prince of Wales-Hyder Census Area,1993,0
Alaska,Prince of Wales-Hyder Census Area,1994,0
Alaska,Prince of Wales-Hyder Census Area,1995,0
Alaska,Prince of Wales-Hyder Census Area,1996,0
Alaska,Prince of Wales-Hyder Census Area,1997,0
Alaska,Prince of Wales-Hyder Census Area,1998,0
Alaska,Prince of Wales-Hyder Census Area,1999,0
Alaska,Prince of Wales-Hyder Census Area,1990,0
Alaska,Prince of Wales-Hyder Census Area,1991,0
Alaska,Prince of Wales-Hyder Census Area,1992,0
Alaska,Prince of Wales-Hyder Census Area,1993,0
Alaska,Prince of Wales-Hyder Census Area,1994,0
Alaska,Prince of Wales-Hyder Census Area,1995,0
Alaska,Prince of Wales-Hyder Census Area,1996,0
Alaska,Prince of Wales-Hyder Census Area,1997,0
Alaska,Prince of Wales-Hyder Census Area,1998,0
Alaska,Prince of Wales-Hyder Census Area,1999,0
Alaska,Prince of Wales-Outer Ketchika Census Area,1990,6220
Alaska,Prince of Wales-Outer Ketchika Census Area,1991,6362
Alaska,Prince of Wales-Outer Ketchika Census Area,1992,6348
Alaska,Prince of Wales-Outer Ketchika Census Area,1993,6619
Alaska,Prince of Wales-Outer Ketchika Census Area,1994,6699
Alaska,Prince of Wales-Outer Ketchika Census Area,1995,6835
Alaska,Prince of Wales-Outer Ketchika Census Area,1996,6906
Alaska,Prince of Wales-Outer Ketchika Census Area,1997,6883
Alaska,Prince of Wales-Outer Ketchika Census Area,1998,6751
Alaska,Prince of Wales-Outer Ketchika Census Area,1999,6584
Alaska,Sitka City and Borough,1990,8500
Alaska,Sitka City and Borough,1991,8651
Alaska,Sitka City and Borough,1992,8738
Alaska,Sitka City and Borough,1993,8910
Alaska,Sitka City and Borough,1994,8657
Alaska,Sitka City and Borough,1995,8451
Alaska,Sitka City and Borough,1996,8292
Alaska,Sitka City and Borough,1997,8326
Alaska,Sitka City and Borough,1998,8145
Alaska,Sitka City and Borough,1999,8038
Alaska,Skagway Municipality,1990,0
Alaska,Skagway Municipality,1991,0
Alaska,Skagway Municipality,1992,0
Alaska,Skagway Municipality,1993,0
Alaska,Skagway Municipality,1994,0
Alaska,Skagway Municipality,1995,0
Alaska,Skagway Municipality,1996,0
Alaska,Skagway Municipality,1997,0
Alaska,Skagway Municipality,1998,0
Alaska,Skagway Municipality,1999,0
Alaska,Skagway Municipality,1990,0
Alaska,Skagway Municipality,1991,0
Alaska,Skagway Municipality,1992,0
Alaska,Skagway Municipality,1993,0
Alaska,Skagway Municipality,1994,0
Alaska,Skagway Municipality,1995,0
Alaska,Skagway Municipality,1996,0
Alaska,Skagway Municipality,1997,0
Alaska,Skagway Municipality,1998,0
Alaska,Skagway Municipality,1999,0
Alaska,Skagway-Yakutat Division,1990,0
Alaska,Skagway-Yakutat Division,1991,0
Alaska,Skagway-Yakutat Division,1992,0
Alaska,Skagway-Yakutat Division,1993,0
Alaska,Skagway-Yakutat Division,1994,0
Alaska,Skagway-Yakutat Division,1995,0
Alaska,Skagway-Yakutat Division,1996,0
Alaska,Skagway-Yakutat Division,1997,0
Alaska,Skagway-Yakutat Division,1998,0
Alaska,Skagway-Yakutat Division,1999,0
Alaska,Skagway-Yakutat Division,1990,0
Alaska,Skagway-Yakutat Division,1991,0
Alaska,Skagway-Yakutat Division,1992,0
Alaska,Skagway-Yakutat Division,1993,0
Alaska,Skagway-Yakutat Division,1994,0
Alaska,Skagway-Yakutat Division,1995,0
Alaska,Skagway-Yakutat Division,1996,0
Alaska,Skagway-Yakutat Division,1997,0
Alaska,Skagway-Yakutat Division,1998,0
Alaska,Skagway-Yakutat Division,1999,0
Alaska,Skagway-Yakutat-Angoon Census Area,1990,0
Alaska,Skagway-Yakutat-Angoon Census Area,1991,0
Alaska,Skagway-Yakutat-Angoon Census Area,1992,0
Alaska,Skagway-Yakutat-Angoon Census Area,1993,0
Alaska,Skagway-Yakutat-Angoon Census Area,1994,0
Alaska,Skagway-Yakutat-Angoon Census Area,1995,0
Alaska,Skagway-Yakutat-Angoon Census Area,1996,0
Alaska,Skagway-Yakutat-Angoon Census Area,1997,0
Alaska,Skagway-Yakutat-Angoon Census Area,1998,0
Alaska,Skagway-Yakutat-Angoon Census Area,1999,0
Alaska,Skagway-Yakutat-Angoon Census Area,1990,0
Alaska,Skagway-Yakutat-Angoon Census Area,1991,0
Alaska,Skagway-Yakutat-Angoon Census Area,1992,0
Alaska,Skagway-Yakutat-Angoon Census Area,1993,0
Alaska,Skagway-Yakutat-Angoon Census Area,1994,0
Alaska,Skagway-Yakutat-Angoon Census Area,1995,0
Alaska,Skagway-Yakutat-Angoon Census Area,1996,0
Alaska,Skagway-Yakutat-Angoon Census Area,1997,0
Alaska,Skagway-Yakutat-Angoon Census Area,1998,0
Alaska,Skagway-Yakutat-Angoon Census Area,1999,0
Alaska,Skagway-Hoonah-Angoon Census Area,1990,3657
Alaska,Skagway-Hoonah-Angoon Census Area,1991,3744
Alaska,Skagway-Hoonah-Angoon Census Area,1992,3763
Alaska,Skagway-Hoonah-Angoon Census Area,1993,3839
Alaska,Skagway-Hoonah-Angoon Census Area,1994,3836
Alaska,Skagway-Hoonah-Angoon Census Area,1995,3812
Alaska,Skagway-Hoonah-Angoon Census Area,1996,3801
Alaska,Skagway-Hoonah-Angoon Census Area,1997,3739
Alaska,Skagway-Hoonah-Angoon Census Area,1998,3615
Alaska,Skagway-Hoonah-Angoon Census Area,1999,3448
Alaska,Southeast Fairbanks Census Area,1990,5636
Alaska,Southeast Fairbanks Census Area,1991,5720
Alaska,Southeast Fairbanks Census Area,1992,5765
Alaska,Southeast Fairbanks Census Area,1993,5871
Alaska,Southeast Fairbanks Census Area,1994,5984
Alaska,Southeast Fairbanks Census Area,1995,6016
Alaska,Southeast Fairbanks Census Area,1996,5796
Alaska,Southeast Fairbanks Census Area,1997,5733
Alaska,Southeast Fairbanks Census Area,1998,5831
Alaska,Southeast Fairbanks Census Area,1999,5704
Alaska,Valdez-Cordova Census Area,1990,9828
Alaska,Valdez-Cordova Census Area,1991,9914
Alaska,Valdez-Cordova Census Area,1992,9876
Alaska,Valdez-Cordova Census Area,1993,9985
Alaska,Valdez-Cordova Census Area,1994,10042
Alaska,Valdez-Cordova Census Area,1995,10110
Alaska,Valdez-Cordova Census Area,1996,10026
Alaska,Valdez-Cordova Census Area,1997,10085
Alaska,Valdez-Cordova Census Area,1998,9998
Alaska,Valdez-Cordova Census Area,1999,9953
Alaska,Wrangell City and Borough,1990,0
Alaska,Wrangell City and Borough,1991,0
Alaska,Wrangell City and Borough,1992,0
Alaska,Wrangell City and Borough,1993,0
Alaska,Wrangell City and Borough,1994,0
Alaska,Wrangell City and Borough,1995,0
Alaska,Wrangell City and Borough,1996,0
Alaska,Wrangell City and Borough,1997,0
Alaska,Wrangell City and Borough,1998,0
Alaska,Wrangell City and Borough,1999,0
Alaska,Wrangell City and Borough,1990,0
Alaska,Wrangell City and Borough,1991,0
Alaska,Wrangell City and Borough,1992,0
Alaska,Wrangell City and Borough,1993,0
Alaska,Wrangell City and Borough,1994,0
Alaska,Wrangell City and Borough,1995,0
Alaska,Wrangell City and Borough,1996,0
Alaska,Wrangell City and Borough,1997,0
Alaska,Wrangell City and Borough,1998,0
Alaska,Wrangell City and Borough,1999,0
Alaska,Wrangell-Petersburg Census Area,1990,6947
Alaska,Wrangell-Petersburg Census Area,1991,6959
Alaska,Wrangell-Petersburg Census Area,1992,6930
Alaska,Wrangell-Petersburg Census Area,1993,7034
Alaska,Wrangell-Petersburg Census Area,1994,7041
Alaska,Wrangell-Petersburg Census Area,1995,6913
Alaska,Wrangell-Petersburg Census Area,1996,6817
Alaska,Wrangell-Petersburg Census Area,1997,6789
Alaska,Wrangell-Petersburg Census Area,1998,6702
Alaska,Wrangell-Petersburg Census Area,1999,6684
Alaska,Yakutat City and Borough,1990,722
Alaska,Yakutat City and Borough,1991,779
Alaska,Yakutat City and Borough,1992,795
Alaska,Yakutat City and Borough,1993,767
Alaska,Yakutat City and Borough,1994,782
Alaska,Yakutat City and Borough,1995,832
Alaska,Yakutat City and Borough,1996,877
Alaska,Yakutat City and Borough,1997,861
Alaska,Yakutat City and Borough,1998,783
Alaska,Yakutat City and Borough,1999,762
Alaska,Yukon-Koyukuk Census Area,1990,6675
Alaska,Yukon-Koyukuk Census Area,1991,6770
Alaska,Yukon-Koyukuk Census Area,1992,6850
Alaska,Yukon-Koyukuk Census Area,1993,6674
Alaska,Yukon-Koyukuk Census Area,1994,6454
Alaska,Yukon-Koyukuk Census Area,1995,6379
Alaska,Yukon-Koyukuk Census Area,1996,6308
Alaska,Yukon-Koyukuk Census Area,1997,6264
Alaska,Yukon-Koyukuk Census Area,1998,6276
Alaska,Yukon-Koyukuk Census Area,1999,6148
Arizona,Apache,1990,59850
Arizona,Apache,1991,60362
Arizona,Apache,1992,60566
Arizona,Apache,1993,61787
Arizona,Apache,1994,63136
Arizona,Apache,1995,65041
Arizona,Apache,1996,66009
Arizona,Apache,1997,66709
Arizona,Apache,1998,65931
Arizona,Apache,1999,65697
Arizona,Cochise,1990,69964
Arizona,Cochise,1991,69926
Arizona,Cochise,1992,70716
Arizona,Cochise,1993,71893
Arizona,Cochise,1994,74708
Arizona,Cochise,1995,75984
Arizona,Cochise,1996,75404
Arizona,Cochise,1997,75902
Arizona,Cochise,1998,75739
Arizona,Cochise,1999,75358
Arizona,Coconino,1990,88316
Arizona,Coconino,1991,90351
Arizona,Coconino,1992,92600
Arizona,Coconino,1993,94990
Arizona,Coconino,1994,97478
Arizona,Coconino,1995,99172
Arizona,Coconino,1996,100329
Arizona,Coconino,1997,101515
Arizona,Coconino,1998,101517
Arizona,Coconino,1999,101582
Arizona,Gila,1990,33105
Arizona,Gila,1991,33562
Arizona,Gila,1992,34277
Arizona,Gila,1993,35061
Arizona,Gila,1994,35880
Arizona,Gila,1995,36857
Arizona,Gila,1996,37548
Arizona,Gila,1997,38134
Arizona,Gila,1998,38391
Arizona,Gila,1999,38359
Arizona,Graham,1990,20058
Arizona,Graham,1991,20381
Arizona,Graham,1992,20629
Arizona,Graham,1993,21120
Arizona,Graham,1994,21399
Arizona,Graham,1995,21852
Arizona,Graham,1996,22237
Arizona,Graham,1997,22472
Arizona,Graham,1998,22603
Arizona,Graham,1999,22641
Arizona,Greenlee,1990,4654
Arizona,Greenlee,1991,4756
Arizona,Greenlee,1992,4883
Arizona,Greenlee,1993,4943
Arizona,Greenlee,1994,4962
Arizona,Greenlee,1995,4991
Arizona,Greenlee,1996,5009
Arizona,Greenlee,1997,4998
Arizona,Greenlee,1998,4876
Arizona,Greenlee,1999,4644
Arizona,La Paz,1990,11280
Arizona,La Paz,1991,11202
Arizona,La Paz,1992,11130
Arizona,La Paz,1993,11187
Arizona,La Paz,1994,11361
Arizona,La Paz,1995,11440
Arizona,La Paz,1996,11733
Arizona,La Paz,1997,11863
Arizona,La Paz,1998,11902
Arizona,La Paz,1999,11913
Arizona,Maricopa,1990,1800168
Arizona,Maricopa,1991,1838392
Arizona,Maricopa,1992,1881401
Arizona,Maricopa,1993,1934400
Arizona,Maricopa,1994,2012208
Arizona,Maricopa,1995,2091355
Arizona,Maricopa,1996,2153345
Arizona,Maricopa,1997,2212197
Arizona,Maricopa,1998,2268612
Arizona,Maricopa,1999,2319062
Arizona,Mohave,1990,90519
Arizona,Mohave,1991,95536
Arizona,Mohave,1992,100010
Arizona,Mohave,1993,104988
Arizona,Mohave,1994,109976
Arizona,Mohave,1995,114904
Arizona,Mohave,1996,118600
Arizona,Mohave,1997,120789
Arizona,Mohave,1998,122763
Arizona,Mohave,1999,125930
Arizona,Navajo,1990,73220
Arizona,Navajo,1991,74071
Arizona,Navajo,1992,75696
Arizona,Navajo,1993,78878
Arizona,Navajo,1994,80659
Arizona,Navajo,1995,83592
Arizona,Navajo,1996,85747
Arizona,Navajo,1997,87953
Arizona,Navajo,1998,89738
Arizona,Navajo,1999,90968
Arizona,Pima,1990,513944
Arizona,Pima,1991,517589
Arizona,Pima,1992,526001
Arizona,Pima,1993,536637
Arizona,Pima,1994,551310
Arizona,Pima,1995,562746
Arizona,Pima,1996,568323
Arizona,Pima,1997,573513
Arizona,Pima,1998,577557
Arizona,Pima,1999,583090
Arizona,Pinal,1990,85674
Arizona,Pinal,1991,86948
Arizona,Pinal,1992,88705
Arizona,Pinal,1993,90829
Arizona,Pinal,1994,93401
Arizona,Pinal,1995,96402
Arizona,Pinal,1996,98705
Arizona,Pinal,1997,100474
Arizona,Pinal,1998,102411
Arizona,Pinal,1999,105293
Arizona,Santa Cruz,1990,6640
Arizona,Santa Cruz,1991,6793
Arizona,Santa Cruz,1992,6910
Arizona,Santa Cruz,1993,7053
Arizona,Santa Cruz,1994,7234
Arizona,Santa Cruz,1995,7294
Arizona,Santa Cruz,1996,7254
Arizona,Santa Cruz,1997,7348
Arizona,Santa Cruz,1998,7359
Arizona,Santa Cruz,1999,7389
Arizona,Yavapai,1990,101880
Arizona,Yavapai,1991,104985
Arizona,Yavapai,1992,108912
Arizona,Yavapai,1993,114082
Arizona,Yavapai,1994,119295
Arizona,Yavapai,1995,125286
Arizona,Yavapai,1996,129907
Arizona,Yavapai,1997,133577
Arizona,Yavapai,1998,137349
Arizona,Yavapai,1999,140936
Arizona,Yuma,1990,65324
Arizona,Yuma,1991,66002
Arizona,Yuma,1992,68171
Arizona,Yuma,1993,70126
Arizona,Yuma,1994,70494
Arizona,Yuma,1995,70775
Arizona,Yuma,1996,71896
Arizona,Yuma,1997,73618
Arizona,Yuma,1998,74391
Arizona,Yuma,1999,75706
Arkansas,Arkansas,1990,21615
Arkansas,Arkansas,1991,21451
Arkansas,Arkansas,1992,21355
Arkansas,Arkansas,1993,21150
Arkansas,Arkansas,1994,21002
Arkansas,Arkansas,1995,20885
Arkansas,Arkansas,1996,20847
Arkansas,Arkansas,1997,20666
Arkansas,Arkansas,1998,20556
Arkansas,Arkansas,1999,20609
Arkansas,Ashley,1990,24098
Arkansas,Ashley,1991,24240
Arkansas,Ashley,1992,24336
Arkansas,Ashley,1993,24389
Arkansas,Ashley,1994,24264
Arkansas,Ashley,1995,24121
Arkansas,Ashley,1996,24008
Arkansas,Ashley,1997,23933
Arkansas,Ashley,1998,23906
Arkansas,Ashley,1999,23828
Arkansas,Baxter,1990,31120
Arkansas,Baxter,1991,31533
Arkansas,Baxter,1992,32250
Arkansas,Baxter,1993,33163
Arkansas,Baxter,1994,34180
Arkansas,Baxter,1995,35149
Arkansas,Baxter,1996,35541
Arkansas,Baxter,1997,35768
Arkansas,Baxter,1998,35854
Arkansas,Baxter,1999,36157
Arkansas,Benton,1990,97007
Arkansas,Benton,1991,100139
Arkansas,Benton,1992,104054
Arkansas,Benton,1993,108950
Arkansas,Benton,1994,113396
Arkansas,Benton,1995,118469
Arkansas,Benton,1996,122917
Arkansas,Benton,1997,126554
Arkansas,Benton,1998,129704
Arkansas,Benton,1999,133779
Arkansas,Boone,1990,28169
Arkansas,Boone,1991,28421
Arkansas,Boone,1992,28995
Arkansas,Boone,1993,29641
Arkansas,Boone,1994,30349
Arkansas,Boone,1995,30840
Arkansas,Boone,1996,31198
Arkansas,Boone,1997,31306
Arkansas,Boone,1998,31357
Arkansas,Boone,1999,31361
Arkansas,Bradley,1990,11605
Arkansas,Bradley,1991,11536
Arkansas,Bradley,1992,11436
Arkansas,Bradley,1993,11499
Arkansas,Bradley,1994,11394
Arkansas,Bradley,1995,11339
Arkansas,Bradley,1996,11241
Arkansas,Bradley,1997,11120
Arkansas,Bradley,1998,11031
Arkansas,Bradley,1999,11016
Arkansas,Calhoun,1990,5802
Arkansas,Calhoun,1991,5777
Arkansas,Calhoun,1992,5725
Arkansas,Calhoun,1993,5769
Arkansas,Calhoun,1994,5747
Arkansas,Calhoun,1995,5752
Arkansas,Calhoun,1996,5657
Arkansas,Calhoun,1997,5665
